"id","company","type_name","inches","screen_resolution","cpu","ram_gb","total_memory","gpu","operating_system","weight_kg","price","cpu_speed_GHz","ssd_memory","hdd_memory","flash_memory"
139,"Lenovo","Notebook",15.6,"Full HD 1920x1080","Intel Core i5 7200U 2.5GHz",4,"1TB HDD","Nvidia GeForce 920MX","",2.2,26586.72,2.5,"","1TB HDD",""
140,"HP","Notebook",13.3,"IPS Panel Full HD 1920x1080","Intel Core i5 7200U 2.5GHz",4,"256GB SSD","Intel HD Graphics 620","Windows 10",1.32,37242.72,2.5,"256GB SSD","",""
141,"Acer","Notebook",17.3,"IPS Panel Full HD 1920x1080","Intel Core i3 7130U 2.7GHz",4,"1TB HDD","Nvidia GeForce MX130","Windows 10",3.0,34898.4,2.7,"","1TB HDD",""
142,"Lenovo","Notebook",14.0,"IPS Panel Full HD 1920x1080","Intel Core i5 8250U 1.6GHz",8,"256GB SSD","AMD Radeon RX 550","Windows 10",1.75,59461.5456,1.6,"256GB SSD","",""
143,"Lenovo","Gaming",15.6,"IPS Panel Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz",8,"256GB SSD","Nvidia GeForce GTX 1050M","",2.4,46300.32,2.8,"256GB SSD","",""
144,"Toshiba","Notebook",15.6,"1366x768","Intel Core i5 6200U 2.3GHz",4,"500GB HDD","Intel HD Graphics 520","Windows 10",2.1,32074.56,2.3,"","500GB HDD",""
145,"HP","Notebook",15.6,"1366x768","AMD A6-Series 9220 2.5GHz",4,"256GB SSD","AMD Radeon R4 Graphics","Windows 10",1.86,19660.32,2.5,"256GB SSD","",""
146,"Asus","Ultrabook",14.0,"Full HD 1920x1080","Intel Core i7 8550U 1.8GHz",8,"256GB SSD","Intel UHD Graphics 620","Windows 10",1.25,58554.72,1.8,"256GB SSD","",""
147,"HP","Ultrabook",12.5,"IPS Panel 4K Ultra HD / Touchscreen 3840x2160","Intel Core M 6Y75 1.2GHz",8,"512GB SSD","Intel HD Graphics 515","Windows 10",0.97,107305.92,1.2,"512GB SSD","",""
148,"Asus","Notebook",15.6,"Full HD 1920x1080","Intel Celeron Dual Core N3350 1.1GHz",4,"1TB HDD","Intel HD Graphics 500","Windows 10",2.0,18328.32,1.1,"","1TB HDD",""
150,"Acer","Notebook",15.6,"1366x768","Intel Core i3 6006U 2GHz",4,"1TB HDD","Intel HD Graphics 520","Windows 10",2.1,23816.16,2.0,"","1TB HDD",""
151,"Dell","Gaming",15.6,"Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz",16,"512GB SSD","Nvidia GeForce GTX 1050","Windows 10",2.56,66560.5728,2.8,"512GB SSD","",""
152,"Dell","Gaming",15.6,"Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz",8,"1.0TB Hybrid","Nvidia GeForce GTX 1050","Windows 10",2.62,47898.72,2.8,"","",""
153,"Lenovo","Notebook",15.6,"1366x768","Intel Core i5 7200U 2.5GHz",4,"128GB SSD","Intel HD Graphics 620","Windows 10",1.9,26533.44,2.5,"128GB SSD","",""
154,"MSI","Gaming",17.3,"Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz",16,"256GB SSD +  1TB HDD","Nvidia GeForce GTX 1060","Windows 10",2.8,100699.2,2.8,"256GB SSD","1TB HDD",""
155,"HP","Ultrabook",14.0,"Full HD 1920x1080","Intel Core i5 7500U 2.7GHz",4,"256GB SSD","Intel HD Graphics 620","Windows 10",1.48,57648.96,2.7,"256GB SSD","",""
156,"HP","Notebook",15.6,"Full HD 1920x1080","Intel Core i5 8250U 1.6GHz",6,"256GB SSD","AMD Radeon 520","Windows 10",1.91,32980.32,1.6,"256GB SSD","",""
157,"Lenovo","2 in 1 Convertible",14.0,"IPS Panel Full HD / Touchscreen 1920x1080","Intel Core i3 7100U 2.4GHz",4,"256GB SSD","Intel HD Graphics 620","Windows 10",1.74,33513.12,2.4,"256GB SSD","",""
158,"Asus","2 in 1 Convertible",13.3,"Full HD / Touchscreen 1920x1080","Intel Core i5 8250U 1.6GHz",8,"256GB SSD","Intel HD Graphics 620","Windows 10",1.1,70063.2,1.6,"256GB SSD","",""
159,"Dell","2 in 1 Convertible",15.6,"Full HD / Touchscreen 1920x1080","Intel Core i7 8550U 1.8GHz",8,"256GB SSD","Intel UHD Graphics 620","Windows 10",1.56,55890.72,1.8,"256GB SSD","",""
160,"Toshiba","Notebook",15.6,"1366x768","Intel Core i3 6006U 2.2GHz",4,"500GB HDD","Intel HD Graphics 520","Windows 10",2.1,23816.16,2.2,"","500GB HDD",""
161,"Asus","Notebook",15.6,"1366x768","AMD A9-Series 9420 3GHz",4,"1TB HDD","AMD Radeon R5 M420","Windows 10",2.03,21471.84,3.0,"","1TB HDD",""
162,"Acer","Notebook",17.3,"IPS Panel Full HD 1920x1080","Intel Core i5 8250U 1.6GHz",4,"256GB SSD","Nvidia GeForce MX150","Windows 10",3.0,42890.4,1.6,"256GB SSD","",""
163,"Dell","Notebook",15.6,"Full HD 1920x1080","Intel Core i5 8250U 1.6GHz",8,"256GB SSD","AMD Radeon 520","Windows 10",2.13,38787.84,1.6,"256GB SSD","",""
164,"Lenovo","Gaming",15.6,"IPS Panel Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz",16,"256GB SSD","Nvidia GeForce GTX 1050 Ti","Windows 10",2.5,57489.12,2.8,"256GB SSD","",""
165,"Acer","Notebook",15.6,"1366x768","Intel Celeron Dual Core N3350 1.1GHz",4,"1TB HDD","Intel HD Graphics 500","Windows 10",2.1,18541.44,1.1,"","1TB HDD",""
166,"MSI","Gaming",15.6,"IPS Panel Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz",16,"256GB SSD +  1TB HDD","Nvidia GeForce GTX 1060","Windows 10",2.4,95850.72,2.8,"256GB SSD","1TB HDD",""
167,"Acer","Notebook",15.6,"1366x768","Intel Pentium Quad Core N4200 1.1GHz",4,"1TB HDD","Intel HD Graphics 505","Windows 10",2.1,19367.8128,1.1,"","1TB HDD",""
168,"Dell","Gaming",15.6,"Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz",8,"128GB SSD +  1TB HDD","Nvidia GeForce GTX 1050","Windows 10",2.56,56502.9072,2.8,"128GB SSD","1TB HDD",""
169,"Acer","Notebook",17.3,"IPS Panel Full HD 1920x1080","Intel Core i5 8250U 1.6GHz",8,"256GB SSD","Nvidia GeForce MX150","Windows 10",3.0,45501.12,1.6,"256GB SSD","",""
170,"HP","Notebook",13.3,"IPS Panel Full HD 1920x1080","Intel Core i5 8250U 1.6GHz",4,"500GB HDD","Intel UHD Graphics 620","Windows 10",1.49,40173.12,1.6,"","500GB HDD",""
171,"Huawei","Ultrabook",13.0,"IPS Panel Full HD 2160x1440","Intel Core i5 7200U 2.5GHz",8,"256GB SSD","Intel HD Graphics 620","Windows 10",1.05,71874.72,2.5,"256GB SSD","",""
172,"HP","Notebook",17.3,"IPS Panel Full HD 1920x1080","Intel Core i5 7200U 2.5GHz",6,"2TB HDD","AMD Radeon 520","Windows 10",2.71,37242.72,2.5,"","2TB HDD",""
173,"Lenovo","Notebook",15.6,"1366x768","AMD A6-Series 9220 2.9GHz",4,"500GB HDD","AMD Radeon R4 Graphics","",2.2,16463.52,2.9,"","500GB HDD",""
174,"Toshiba","Notebook",15.6,"1366x768","Intel Core i3 7100U 2.4GHz",4,"500GB HDD","Intel HD Graphics 620","Windows 10",5.4,26053.92,2.4,"","500GB HDD",""
175,"HP","Notebook",17.3,"Full HD 1920x1080","Intel Core i5 8250U 1.6GHz",8,"256GB SSD","Nvidia GeForce 930MX","Windows 10",2.5,49177.44,1.6,"256GB SSD","",""
176,"Dell","Notebook",15.6,"1366x768","Intel Core i3 7100U 2.4GHz",8,"1TB HDD","Intel HD Graphics 620","Windows 10",2.3,24455.52,2.4,"","1TB HDD",""
177,"Acer","Notebook",15.6,"1366x768","Intel Core i3 6006U 2GHz",4,"128GB SSD","Intel HD Graphics 520","Windows 10",2.1,23922.72,2.0,"128GB SSD","",""
178,"MSI","Gaming",18.4,"Full HD 1920x1080","Intel Core i7 6920HQ 2.9GHz",32,"512GB SSD +  1TB HDD","Nvidia GTX 980 SLI","Windows 10",4.4,149130.72,2.9,"512GB SSD","1TB HDD",""
179,"Lenovo","Notebook",15.6,"Full HD 1920x1080","Intel Core i5 7200U 2.5GHz",8,"128GB SSD +  1TB HDD","AMD R17M-M1-70","Windows 10",1.9,43316.64,2.5,"128GB SSD","1TB HDD",""
180,"HP","2 in 1 Convertible",13.3,"IPS Panel 4K Ultra HD / Touchscreen 3840x2160","Intel Core i5 8250U 1.6GHz",8,"256GB SSD","Intel UHD Graphics 620","Windows 10",1.29,79866.72,1.6,"256GB SSD","",""
181,"Dell","Notebook",15.6,"Full HD 1920x1080","Intel Core i7 8550U 1.8GHz",16,"256GB SSD +  2TB HDD","AMD Radeon 530","Linux",2.02,55890.72,1.8,"256GB SSD","2TB HDD",""
182,"Dell","Ultrabook",13.3,"Full HD 1920x1080","Intel Core i5 8250U 1.6GHz",8,"256GB SSD","Intel UHD Graphics 620","Windows 10",1.23,74538.72,1.6,"256GB SSD","",""
183,"Lenovo","2 in 1 Convertible",13.9,"IPS Panel 4K Ultra HD / Touchscreen 3840x2160","Intel Core i7 8550U 1.8GHz",16,"512GB SSD","Intel UHD Graphics 620","Windows 10",1.4,98514.72,1.8,"512GB SSD","",""
184,"Toshiba","Notebook",15.6,"1366x768","Intel Core i5 7200U 2.5GHz",8,"128GB SSD","Intel HD Graphics 620","Windows 10",2.0,42251.04,2.5,"128GB SSD","",""
185,"Xiaomi","Notebook",15.6,"IPS Panel Full HD 1920x1080","Intel Core i5 8250U 1.6GHz",8,"256GB SSD","Nvidia GeForce MX150","",1.95,63882.72,1.6,"256GB SSD","",""
186,"Dell","Notebook",17.3,"Full HD / Touchscreen 1920x1080","Intel Core i7 8550U 1.8GHz",16,"512GB SSD","Nvidia GeForce 150MX","Windows 10",2.77,82530.72,1.8,"512GB SSD","",""
187,"Dell","Notebook",15.6,"4K Ultra HD / Touchscreen 3840x2160","Intel Core i7 7700HQ 2.8GHz",16,"512GB SSD","Nvidia GeForce GTX 1050","Windows 10",2.06,127712.16,2.8,"512GB SSD","",""
188,"Lenovo","Gaming",15.6,"IPS Panel Full HD 1920x1080","Intel Core i5 7300HQ 2.5GHz",8,"256GB SSD","Nvidia GeForce GTX 1050","",2.4,41505.12,2.5,"256GB SSD","",""
189,"Acer","Ultrabook",13.3,"IPS Panel Full HD 1920x1080","Intel Core i5 7Y54 1.2GHz",8,"256GB SSD","Intel HD Graphics 615","Windows 10",1.12,52693.92,1.2,"256GB SSD","",""
190,"Dell","Notebook",17.3,"Full HD 1920x1080","Intel Core i7 8550U 1.8GHz",8,"128GB SSD +  1TB HDD","AMD Radeon 530","Windows 10",2.8,57808.8,1.8,"128GB SSD","1TB HDD",""
192,"Vero","Notebook",14.0,"IPS Panel Full HD 1920x1080","Intel Celeron Dual Core N3350 1.1GHz",4,"32GB Flash Storage","Intel HD Graphics 500","Windows 10",1.3,13852.8,1.1,"","","32GB Flash Storage"
193,"Xiaomi","Ultrabook",13.3,"IPS Panel Full HD 1920x1080","Intel Core i5 7200U 2.5GHz",8,"256GB SSD","Nvidia GeForce MX150","",1.3,53274.672,2.5,"256GB SSD","",""
194,"Lenovo","Notebook",17.3,"1600x900","Intel Core i5 8250U 1.6GHz",8,"256GB SSD","Nvidia GeForce MX150","",2.8,37189.44,1.6,"256GB SSD","",""
195,"Dell","2 in 1 Convertible",13.3,"IPS Panel Full HD / Touchscreen 1920x1080","Intel Core i7 8550U 1.8GHz",8,"1TB HDD","Intel UHD Graphics 620","Windows 10",1.62,44701.92,1.8,"","1TB HDD",""
196,"HP","Notebook",17.3,"IPS Panel Full HD 1920x1080","Intel Core i5 8250U 1.6GHz",8,"1TB HDD","Nvidia GeForce 930MX","Windows 10",2.5,48697.92,1.6,"","1TB HDD",""
197,"Razer","Gaming",17.3,"4K Ultra HD / Touchscreen 3840x2160","Intel Core i7 7820HK 2.9GHz",32,"1TB SSD","Nvidia GeForce GTX 1080","Windows 10",3.49,324954.72,2.9,"1TB SSD","",""
198,"HP","Notebook",13.3,"Full HD 1920x1080","Intel Core i5 8250U 1.6GHz",8,"512GB SSD","Intel UHD Graphics 620","Windows 10",1.49,51095.52,1.6,"512GB SSD","",""
199,"HP","Gaming",17.3,"IPS Panel Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz",16,"256GB SSD +  1TB HDD","Nvidia GeForce GTX 1050","Windows 10",3.35,73473.12,2.8,"256GB SSD","1TB HDD",""
200,"HP","Notebook",17.3,"Full HD 1920x1080","Intel Core i7 8550U 1.8GHz",8,"256GB SSD","Nvidia GeForce 930MX ","Windows 10",2.5,55677.6,1.8,"256GB SSD","",""
201,"Dell","Gaming",15.6,"IPS Panel 4K Ultra HD 3840x2160","Intel Core i7 7700HQ 2.8GHz",16,"512GB SSD +  1TB HDD","Nvidia GeForce GTX 1060","Windows 10",2.65,98301.6,2.8,"512GB SSD","1TB HDD",""
202,"Lenovo","Notebook",15.6,"1366x768","Intel Core i5 6200U 2.3GHz",4,"128GB SSD","Intel HD Graphics 520","Windows 10",2.1,26267.04,2.3,"128GB SSD","",""
203,"Acer","Notebook",15.6,"Full HD 1920x1080","Intel Core i7 7500U 2.7GHz",8,"1TB HDD","Nvidia GeForce 940MX","Windows 10",2.23,39533.76,2.7,"","1TB HDD",""
204,"Lenovo","Gaming",15.6,"IPS Panel Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz",16,"512GB SSD +  1TB HDD","Nvidia GeForce GTX 1060","Windows 10",3.2,93186.72,2.8,"512GB SSD","1TB HDD",""
205,"Dell","Workstation",15.6,"4K Ultra HD 3840x2160","Intel Xeon E3-1505M V6 3GHz",16,"256GB SSD +  1TB HDD","Nvidia Quadro M1200","Windows 10",2.8,162770.4,3.0,"256GB SSD","1TB HDD",""
206,"Lenovo","Gaming",15.6,"Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz",16,"512GB SSD","Nvidia GeForce GTX 1060","",2.4,74485.44,2.8,"512GB SSD","",""
207,"Dell","Notebook",15.6,"Touchscreen 1366x768","Intel Core i3 7100U 2.4GHz",6,"1TB HDD","Intel HD Graphics 620","Windows 10",2.3,23389.92,2.4,"","1TB HDD",""
208,"Dell","Ultrabook",13.3,"IPS Panel 4K Ultra HD / Touchscreen 3840x2160","Intel Core i7 8550U 1.8GHz",8,"256GB SSD","Intel UHD Graphics 620","Windows 10",1.21,103842.72,1.8,"256GB SSD","",""
209,"Dell","Ultrabook",13.3,"Full HD 1920x1080","Intel Core i7 8550U 1.8GHz",8,"256GB SSD","Intel UHD Graphics 620","Windows 10",0.0,77202.72,1.8,"256GB SSD","",""
211,"Acer","Notebook",15.6,"Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz",8,"1TB HDD","Nvidia GeForce GTX 1050","Linux",2.4,41505.12,2.8,"","1TB HDD",""
212,"Asus","Gaming",17.3,"Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz",16,"256GB SSD +  1TB HDD","Nvidia GeForce GTX 1050","Windows 10",2.9,74964.96,2.8,"256GB SSD","1TB HDD",""
213,"HP","Notebook",15.6,"Full HD 1920x1080","Intel Core i3 6006U 2GHz",4,"500GB HDD","Intel HD Graphics 520","",2.1,18594.72,2.0,"","500GB HDD",""
214,"Lenovo","Notebook",15.6,"Full HD 1920x1080","Intel Core i5 7200U 2.5GHz",8,"256GB SSD","Intel HD Graphics 620","",2.2,29250.72,2.5,"256GB SSD","",""
215,"Huawei","Ultrabook",13.0,"IPS Panel Full HD 2160x1440","Intel Core i7 7500U 2.7GHz",8,"512GB SSD","Intel HD Graphics 620","Windows 10",1.05,79866.72,2.7,"512GB SSD","",""
216,"Dell","Ultrabook",13.3,"IPS Panel Full HD 1920x1080","Intel Core i7 8550U 1.8GHz",8,"256GB SSD","AMD Radeon 530","Windows 10",1.4,49650.5664,1.8,"256GB SSD","",""
217,"Lenovo","Notebook",17.3,"1600x900","Intel Core i5 7200U 2.5GHz",8,"1TB HDD","Nvidia GeForce GTX 940MX","",2.8,31381.92,2.5,"","1TB HDD",""
218,"HP","Notebook",14.0,"Full HD 1920x1080","Intel Core i7 8550U 1.8GHz",8,"256GB SSD","Nvidia GeForce 930MX","Windows 10",1.63,54931.68,1.8,"256GB SSD","",""
219,"Dell","Ultrabook",14.0,"Full HD 1920x1080","Intel Core i5 8250U 1.6GHz",8,"256GB SSD","Intel UHD Graphics 620","Windows 10",1.6,61218.72,1.6,"256GB SSD","",""
220,"Dell","2 in 1 Convertible",13.3,"Full HD / Touchscreen 1920x1080","Intel Core i7 8550U 1.8GHz",16,"512GB SSD","Intel UHD Graphics 620","Windows 10",1.62,68145.12,1.8,"512GB SSD","",""
221,"Dell","Notebook",15.6,"Full HD 1920x1080","Intel Core i5 8250U 1.6GHz",8,"256GB SSD","AMD Radeon 520","Linux",2.2,36089.208,1.6,"256GB SSD","",""
222,"Lenovo","2 in 1 Convertible",14.0,"IPS Panel Full HD 1920x1080","Intel Core i5 8250U 1.6GHz",8,"256GB SSD","Intel UHD Graphics 620","Windows 10",1.74,47898.72,1.6,"256GB SSD","",""
223,"Toshiba","Ultrabook",13.3,"Full HD 1920x1080","Intel Core i7 6500U 2.5GHz",8,"256GB SSD","Intel HD Graphics 520","Windows 10",1.2,72620.64,2.5,"256GB SSD","",""
224,"HP","Notebook",15.6,"Full HD 1920x1080","Intel Core i5 8250U 1.6GHz",8,"1TB HDD","Intel UHD Graphics 620","Windows 10",2.1,42304.32,1.6,"","1TB HDD",""
225,"Dell","Gaming",17.3,"IPS Panel Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz",16,"256GB SSD +  1TB HDD","Nvidia GeForce GTX 1060","Windows 10",4.42,130873.7952,2.8,"256GB SSD","1TB HDD",""
226,"Acer","Notebook",15.6,"Full HD 1920x1080","Intel Core i7 7500U 2.7GHz",8,"256GB SSD","Nvidia GeForce 940MX","Windows 10",2.2,44328.96,2.7,"256GB SSD","",""
227,"Dell","Notebook",15.6,"Full HD / Touchscreen 1920x1080","Intel Core i7 7500U 2.7GHz",16,"1TB HDD","AMD Radeon R7 M445","Windows 10",2.3,45768.0528,2.7,"","1TB HDD",""
228,"Asus","Notebook",15.6,"Full HD 1920x1080","Intel Core i5 7200U 2.5GHz",8,"256GB SSD","Nvidia GeForce 920MX ","Windows 10",2.0,40972.32,2.5,"256GB SSD","",""
229,"Asus","Notebook",17.3,"Full HD 1920x1080","Intel Core i5 7200U 2.5GHz",8,"256GB SSD +  500GB HDD","Nvidia GeForce GTX 950M","Windows 10",2.69,47472.48,2.5,"256GB SSD","500GB HDD",""
230,"HP","Notebook",15.6,"Full HD 1920x1080","Intel Core i7 7500U 2.7GHz",8,"1TB HDD","AMD FirePro W4190M ","Windows 10",1.9,67612.32,2.7,"","1TB HDD",""
231,"Asus","Notebook",15.6,"1366x768","Intel Core i3 7100U 2.4GHz",4,"1TB HDD","Intel HD Graphics 620","Windows 10",2.37,21258.1872,2.4,"","1TB HDD",""
232,"HP","Notebook",15.6,"1366x768","AMD E-Series 9000e 1.5GHz",4,"500GB HDD","AMD Radeon R2","Windows 10",2.1,17582.4,1.5,"","500GB HDD",""
233,"Lenovo","Gaming",15.6,"IPS Panel Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz",16,"256GB SSD +  1TB HDD","Nvidia GeForce GTX 1060","Windows 10",3.2,79866.72,2.8,"256GB SSD","1TB HDD",""
234,"Dell","Notebook",14.0,"Full HD 1920x1080","Intel Core i5 7200U 2.5GHz",8,"256GB SSD","Intel HD Graphics 620","Windows 10",1.6,45767.52,2.5,"256GB SSD","",""
235,"Acer","2 in 1 Convertible",13.3,"IPS Panel Full HD / Touchscreen 1920x1080","Intel Core i5 6200U 2.3GHz",8,"256GB SSD","Intel HD Graphics 520","Windows 10",1.6,36709.92,2.3,"256GB SSD","",""
236,"Dell","Notebook",15.6,"Full HD 1920x1080","Intel Core i7 7500U 2.7GHz",16,"256GB SSD","AMD Radeon R7 M445","Linux",2.36,47898.72,2.7,"256GB SSD","",""
237,"Acer","Notebook",15.6,"1366x768","Intel Core i3 6006U 2GHz",4,"1TB HDD","Intel HD Graphics 520","Linux",2.1,20779.2,2.0,"","1TB HDD",""
238,"Asus","Notebook",15.6,"Full HD 1920x1080","AMD A10-Series A10-9620P 2.5GHz",4,"128GB SSD +  1TB HDD","AMD Radeon R5 M430","Windows 10",2.2,30636.0,2.5,"128GB SSD","1TB HDD",""
239,"Asus","Gaming",17.3,"Full HD 1920x1080","Intel Core i7 7820HK 2.9GHz",32,"512GB SSD +  1TB HDD","Nvidia GeForce GTX 1080","Windows 10",4.7,207259.2,2.9,"512GB SSD","1TB HDD",""
240,"Acer","Gaming",15.6,"IPS Panel Full HD 1920x1080","Intel Core i5 7300HQ 2.5GHz",8,"256GB SSD","Nvidia GeForce GTX 1050","Windows 10",2.5,45074.88,2.5,"256GB SSD","",""
241,"Lenovo","Notebook",15.6,"1366x768","Intel Core i3 6006U 2GHz",8,"128GB SSD","Intel HD Graphics 520","Windows 10",7.2,31381.92,2.0,"128GB SSD","",""
242,"Asus","Notebook",17.3,"Full HD 1920x1080","Intel Core i7 8550U 1.8GHz",8,"128GB SSD +  1TB HDD","Nvidia GeForce 150MX","Windows 10",2.1,61005.6,1.8,"128GB SSD","1TB HDD",""
243,"Asus","Notebook",17.3,"Full HD 1920x1080","Intel Core i7 7500U 2.7GHz",8,"128GB SSD +  1TB HDD","Nvidia GeForce GTX 950M","",2.69,47365.92,2.7,"128GB SSD","1TB HDD",""
244,"Dell","Gaming",15.6,"Full HD 1920x1080","Intel Core i5 7300HQ 2.5GHz",8,"256GB SSD","Nvidia GeForce GTX 1050","Windows 10",2.56,46833.12,2.5,"256GB SSD","",""
245,"Lenovo","2 in 1 Convertible",13.9,"IPS Panel Full HD / Touchscreen 1920x1080","Intel Core i7 7500U 2.7GHz",8,"256GB SSD","Intel HD Graphics 620","Windows 10",1.38,57489.12,2.7,"256GB SSD","",""
246,"Dell","Notebook",15.6,"Full HD 1920x1080","Intel Core i7 8550U 1.8GHz",8,"128GB SSD +  2TB HDD","AMD Radeon 530","Windows 10",2.2,52480.8,1.8,"128GB SSD","2TB HDD",""
247,"HP","Notebook",15.6,"Touchscreen 1366x768","Intel Core i5 7200U 2.5GHz",8,"1TB HDD","Intel HD Graphics 620","Windows 10",2.04,29783.52,2.5,"","1TB HDD",""
248,"Asus","Gaming",17.3,"Full HD 1920x1080","Intel Core i7 7820HK 2.9GHz",16,"256GB SSD","Nvidia GeForce GTX 1080","Windows 10",3.6,159786.72,2.9,"256GB SSD","",""
249,"HP","Notebook",13.3,"IPS Panel Full HD 1920x1080","Intel Core i5 8250U 1.6GHz",4,"500GB HDD","Intel UHD Graphics 620","Windows 10",1.49,35964.0,1.6,"","500GB HDD",""
250,"Apple","Ultrabook",13.3,"IPS Panel Retina Display 2560x1600","Intel Core i5 3.1GHz",8,"512GB SSD","Intel Iris Plus Graphics 650","macOS",1.37,108691.2,3.1,"512GB SSD","",""
251,"Dell","2 in 1 Convertible",15.6,"IPS Panel Full HD / Touchscreen 1920x1080","Intel Core i7 8550U 1.8GHz",8,"1TB HDD","Intel UHD Graphics 620","Windows 10",2.08,43636.32,1.8,"","1TB HDD",""
252,"Asus","Gaming",17.3,"Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz",16,"256GB SSD +  1TB HDD","Nvidia GeForce GTX 980M","Windows 10",4.3,95850.72,2.8,"256GB SSD","1TB HDD",""
253,"Asus","Notebook",15.6,"1366x768","AMD A9-Series 9420 3GHz",4,"1TB HDD","AMD Radeon R5 M420","Windows 10",1.68,24988.32,3.0,"","1TB HDD",""
254,"Lenovo","2 in 1 Convertible",13.9,"IPS Panel Full HD / Touchscreen 1920x1080","Intel Core i7 8550U 1.8GHz",8,"512GB SSD","Intel UHD Graphics 620","Windows 10",1.37,98514.72,1.8,"512GB SSD","",""
255,"Acer","Notebook",17.3,"IPS Panel Full HD 1920x1080","Intel Core i3 7130U 2.7GHz",4,"256GB SSD","Nvidia GeForce MX130","Windows 10",3.0,37402.56,2.7,"256GB SSD","",""
256,"Dell","Ultrabook",13.3,"Full HD 1920x1080","Intel Core i5 8250U 1.6GHz",8,"256GB SSD","Intel UHD Graphics 620","Windows 10",1.41,50562.72,1.6,"256GB SSD","",""
257,"HP","Notebook",15.6,"1366x768","AMD A6-Series A6-9220 2.5GHz",8,"128GB SSD","AMD Radeon R4 Graphics","Windows 10",1.91,23757.552,2.5,"128GB SSD","",""
258,"HP","Notebook",17.3,"IPS Panel Full HD 1920x1080","Intel Core i7 8550U 1.8GHz",16,"1TB HDD","Nvidia GeForce MX150","Windows 10",2.9,56423.52,1.8,"","1TB HDD",""
259,"MSI","Gaming",17.3,"Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz",16,"512GB SSD +  1TB HDD","Nvidia GeForce GTX 1070","Windows 10",4.14,133146.72,2.8,"512GB SSD","1TB HDD",""
260,"Lenovo","2 in 1 Convertible",15.6,"IPS Panel Full HD / Touchscreen 1920x1080","Intel Core i7 7700HQ 2.8GHz",8,"512GB SSD","Nvidia GeForce GTX 1050M","Windows 10",2.0,90522.72,2.8,"512GB SSD","",""
261,"Dell","Notebook",17.3,"Full HD 1920x1080","Intel Core i7 8550U 1.8GHz",8,"128GB SSD +  1TB HDD","AMD Radeon 530","Windows 10",2.8,60845.76,1.8,"128GB SSD","1TB HDD",""
262,"Lenovo","Notebook",15.6,"Full HD 1920x1080","Intel Core i3 6006U 2GHz",4,"256GB SSD","Intel HD Graphics 520","",2.2,23656.32,2.0,"256GB SSD","",""
263,"HP","Notebook",15.6,"IPS Panel Full HD 1920x1080","Intel Core i5 8250U 1.6GHz",4,"500GB HDD","Intel HD Graphics 620","Windows 10",2.1,38468.16,1.6,"","500GB HDD",""
264,"Dell","Notebook",15.6,"Full HD 1920x1080","Intel Core i5 7200U 2.5GHz",4,"1TB HDD","Intel HD Graphics 620","Windows 10",2.18,35004.96,2.5,"","1TB HDD",""
265,"Dell","Notebook",15.6,"Full HD 1920x1080","Intel Core i5 7200U 2.5GHz",8,"1TB HDD","AMD Radeon R5 M430","Windows 10",2.24,30103.2,2.5,"","1TB HDD",""
266,"Dell","2 in 1 Convertible",15.6,"Full HD / Touchscreen 1920x1080","Intel Core i5 8250U 1.6GHz",8,"256GB SSD","Intel UHD Graphics 620","Windows 10",2.67,42570.72,1.6,"256GB SSD","",""
267,"Asus","2 in 1 Convertible",13.3,"Full HD / Touchscreen 1920x1080","Intel Core i7 8550U 1.8GHz",8,"512GB SSD +  512GB SSD","Intel UHD Graphics 620","Windows 10",4.1,79866.72,1.8,"512GB SSD +  512GB SSD","",""
269,"HP","Notebook",17.3,"Full HD 1920x1080","Intel Core i7 8550U 1.8GHz",8,"1TB HDD","Nvidia GeForce 930MX ","Windows 10",2.5,54239.04,1.8,"","1TB HDD",""
270,"Lenovo","Notebook",15.6,"Full HD 1920x1080","Intel Core i7 8550U 1.8GHz",8,"256GB SSD","Intel UHD Graphics 620","Windows 10",2.05,46886.4,1.8,"256GB SSD","",""
271,"Apple","Ultrabook",13.3,"IPS Panel Retina Display 2560x1600","Intel Core i5 2.9GHz",8,"512GB SSD","Intel Iris Graphics 550","macOS",1.37,104370.192,2.9,"512GB SSD","",""
272,"Asus","Gaming",17.3,"Full HD 1920x1080","AMD Ryzen 1700 3GHz",16,"256GB SSD +  1TB HDD","AMD Radeon RX 580","Windows 10",3.2,82530.72,3.0,"256GB SSD","1TB HDD",""
